LoggingGUID	VocabulairGUID	IMBORGUID	GitHub-issueID	Omschrijving	Terugkoppeling	Loggingsdatum	Status	Aard aanpassing	Collectie	LoggingType	VervangGUID
02027fd8-4368-44c6-96fe-32d12726b6bb	{429A7E3D-6987-4D1E-BFD4-89F467310519}	{CEB1B8D7-D0D2-4C79-AAF5-FD834449731B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:volume; is aangepast van: "De inhoud of het volume van een voorwerp is de grootte van het gebied dat door dit voorwerp wordt ingenomen in de driedimensionale ruimte.", naar: "De grootte van het gebied dat door dit voorwerp wordt ingenomen	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut	Minimale wijziging	null
02067d48-39fa-4a68-b84f-88c9c5457787	N.v.t.	{8F908B2D-DA02-483E-83F2-1B035E90A31F}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Fruitsnoei hoogstam toevoegen aan BoomVerschijningsvorm in imborKern_EnumeratiesDomeinwaarden	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
02095276-2e1c-492f-b3de-2e8b08e04480	N.v.t.	{E20186B1-3FC0-4509-BA45-AD5D32DFE9D3}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: NB-IoT	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
0211ab4f-1045-4c37-ac07-3810702f0c16	N.v.t.	{2B35D661-A8BD-48A7-86E7-BF4674C141F8}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Evenemententerrein_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
0223489d-cb83-424b-8101-3e303383bbe6	{927FD724-C6DF-43C9-8D46-62193ABAF347}	{69C80BA5-DE14-4CF9-AF78-EF981B3923AD}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Landbouwpasseerbaan; is aangepast van: "Een landbouwpasseerbaan is een rijbaan waar landbouwverkeer gepasseerd kan worden. Deze passeerbaan is door een fysieke scheiding afgescheiden van de rijstrook/rijstroken.", naar: "Een rijbaan waar 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
023f3a3f-89ed-4e49-b586-4b10691c9546	N.v.t.	{6822AA9D-51B6-4E79-B37F-F661C82A244E}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Lokaal te programmeren	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
0244ec65-7ea6-464d-b26b-c27fd42172ca	N.v.t.	{450065A1-16D1-49A1-B4D5-F899FBF12A88}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	OCPP 2G toegevoegd aan Communicatie-informatieCommunicatieprotocol in imborKern_EnumeratiesDomeinwaarden	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
024986b9-5f5b-437d-a120-e8b354fb5dcc	{7DC90A66-E783-41E7-A639-2D38A0354618}	{B470DACC-ACBA-436C-B1D1-FB4F07860D21}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Golfterrein; is aangepast van: "Het begrip golfterrein is meeromvattend dan het begrip golfbaan. Het golfterrein is het gehele gebied waarvoor de golfclub of de beheerder verantwoordelijk is, dus de golfbaan, de opstallen, de driving rang	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
0249ebe3-1e9d-4c9f-aa9d-06a95b9c7665	N.v.t.	{CE9F6309-DFD5-419F-86E8-AFD0CD97BFA1}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	18 tot 24 m. wordt toegevoegd aan BoomBoomhoogteklasseActueelGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
02567523-2b19-4766-9cdf-a1e3191977cf	N.v.t.	{D2D3AA8A-5443-4E91-80E3-F406A607F79C}	1096	UNAFACT: Nalopen eenheden van de combinaties van KlasseAttribuut i.r.t. GWSW	De eenheid van lateraal debiet bij Compartiment gewijzigd naar m3/h	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Eenheid gewijzigd	Eenheid	Minimale wijziging	null
0269cab4-9b3f-4ff9-a28a-4253c00cf2a3	N.v.t.	{5AF55275-8CB3-4A36-9EBE-8301CEE0E9A8}	1154	Gemeente Maastricht: Uitklimvoorziening uitbreiden	type gedetailleerd is toegevoegd aan Uitklimvoorziening in imborKern_K_KlassenAttributen	Wed Jun 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
02751c98-08c7-4bf1-93a3-980e2f40f715	N.v.t.	{CB10BC03-E08B-49A6-9755-0353CA22A81B}	1149	UNAFACT: Armoede van FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd	Grote leeuwenklauw is toegevoegd aan FloraEnFauna-InformatieBeschermdeFloraEnFaunaGedetailleerd in imborKern_EnumeratiesDomeinwaarden	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
027fb76e-24ec-4513-bde7-4ff96129b5d6	{B2CC15BC-2DD9-4DF1-916E-5653300C320F}	{BFBEA46F-EB85-475B-9A2C-CDDF849CD1C0}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Vormboom bolcultivar wijzigt naar Geschoren bolvorm in imborVoc_Termen	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Term gewijzigd	Domeinwaarde	Minimale wijziging	null
02902bee-8e1a-4b9f-b902-31a77b26223a	{1191E5C5-4915-4414-83CB-6801E14E3299}	{3C4532B1-A2C9-4EBB-84D1-CEB52936D7B4}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Zandsteen; is aangepast van: "Type extra gedetailleerd van verhardingsobject, elementenverharding, natuursteen: vlak bestaande uit (elementen van) zandsteen. Zandsteen is een natuursteen, sedimentgesteente van kwartskorrels met elkaar ver	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
0292ac63-6d74-4fd5-95c1-2f925b0e38a6	N.v.t.	{ED8CBA3A-065D-4BEC-8805-80E12B8D9F20}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: NFC	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
029688fc-9783-4f4c-93d7-ecdc8b035446	N.v.t.	{1819199E-B21A-4B05-B742-61841753B38D}	1189	Gemeente Den Haag: Laadinfrastructuur: toevoegen EVSEID en RFID-model aan Oplaadpaal	evse-id toegevoegd aan de klasse Oplaadpaal in imborKern_K_KlassenAttributen	Fri Jul 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
029ff20c-2fb2-42da-92dc-5d43f7c4c987	{1DA70204-80AE-482A-9DCC-35439ACD1BDD}	{E783A2B6-399E-4802-A31C-90525A89EFB6}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BoomStamdiameterklasse; is aangepast van: "Het enumeratietype BoomStamdiameterklasse is de naam voor de domeinwaardenlijst van de klasse Boom en het attribuut stamdiameterklasse.", naar: "Het enumeratietype voor de domeinwaardenlijst van 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
02a2f5a1-8933-4b5c-a8c9-c6964215f6cd	{BA129F20-E704-44A0-A383-5A1BDED2DC8A}	{022E5574-85B6-4DF3-86E3-97ABF5C0CF45}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:ingegraven; is aangepast van: "Aanduiding of het object wel of niet ingegraven is.", naar: "Aanduiding of het object wel of niet in de ondergrond geplaatst is."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Attribuut	Minimale wijziging	null
02a98ddf-7157-425c-aa61-ac6eb9b78729	N.v.t.	{D74D6729-0F39-49CD-B375-F0111C80C06B}	997	NEN3610 netwerk model toepassen voor topologie	lozingsvergunnighouder toegevoegd aan RioleringNode in imborKern_K_KlassenAttributen	Thu Mar 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
02ac6869-b15e-44c1-ae9b-b3d380aba5ad	{5AC6A2C3-0E1E-414F-A896-59556726DF1E}	{2B454459-7355-455F-B443-F1F25120E464}	673	Rotterdam | review CROW IMBOR | 2	200x300 toegevoegd aan imborVoc_Termen	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Domeinwaarde	Minimale wijziging	null
02b3b412-d473-4780-a14f-67576b72899e	{36C9AABC-50D8-4076-AB86-911F51A9597F}	{2416B5D0-7856-464C-9008-A0C86211F280}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Zonemarkering: zone gewijzigd naar Zonemarkering in imborVoc_Termen	Mon Mar 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Term gewijzigd	Domeinwaarde	Minimale wijziging	null
02c1f004-bc58-43e1-9900-8e8a7b51cdea	{CB260CD4-C1E9-41D5-AA7A-87867D2A728D}	{1E060CC1-0465-4042-9781-27C18830353A}	N.v.t.	Afstemming Handboek Bomen overleg Februari 21	4/4 m vervallen in imborVoc_Termen	Wed Feb 21 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Term vervallen	Domeinwaarde	Minimale wijziging	null
02c3f8d5-276e-4444-b218-9db7d81cf437	N.v.t.	{65D34725-DBCD-4C5A-8137-12C7387D50E6}	N.v.t.	Afstemming met Handboek Bomen juli 2024: wijzigingen op klassen Boom en Groeiplaatsinrichting	Niet bepaald vervalt in imborKern_EnumeratiesDomeinwaarden vanwege verval van bijbehorend enumeratietype.	Wed Jul 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
02ce4aba-dff5-4e01-b733-a2e8bcdd6dce	N.v.t.	{791B6F8D-152D-4E5F-9EB7-AC434375614D}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Onttrekkingsput_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
02d21df4-f59a-458e-b37b-1f22e650a7ba	N.v.t.	{EBC02A79-74AE-4DC3-9CC1-402ED49CAF3F}	1056	Datatype: Organisatiespecifieke domeinwaardenlijst is toegevoegd	Certificering-InformatieCertificeringsinstantie: Organisatiespecifieke domeinwaarden is verwijderd uit imborKern_EnumeratiesDomeinwaarden	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
02ed130d-ef23-4dec-9e07-7ae1800d77ae	N.v.t.	{948BC93D-5E68-486D-B915-6815F25DFD1D}	1099	UNAFACT: toevoegen van Kwaliteitsniveau als objecttype	B is als domeinwaarde toegevoegd aan KwaliteitsniveauType in imborKern_EnumeratiesDomeinwaarden	Wed Jun 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
02fa943d-1e73-480b-bd5e-c2c332b980c0	{8F2ED6C8-647B-46A9-8E80-70A24318A0CD}	{69D814EF-D785-42D2-89AA-AAA43179DB6B}	648	Toevoegen Fietsflo als objecttype	Fietssnelheidsindicator toegevoegd aan imbor_VocTermen.	Fri Mar 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Objecttype	Minimale wijziging	null
02fca6bc-8ec3-4088-b7db-02c40b1a4f4f	N.v.t.	{6003BBEC-79D4-449F-982F-9BD1E26FE2E6}	1148	UNAFACT: Duiker, Hevel en Sifon zijn zowel Kunstwerk als Leiding	Duiker: kilometrering eind toegevoegd aan imborKern_K_KlassenAttributen	null	Nieuw	Attribuut toegekend aan klasse	Attribuut	Minimale wijziging	null
02fea911-24c8-4cfb-afc6-d84d44ce07c7	{B7D3B5AC-9C30-4B52-AE60-06B12CDD0C0A}	{DF1BDD0B-1058-42E7-B72D-ACD3D0E6B4DA}	1029	Haarlem: objecttype Punaise	Punaise toegevoegd aan imborVoc_Termen.	Fri Nov 25 2022 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Term toegevoegd	Objecttype	Minimale wijziging	null
03171b2f-bce4-443f-a447-85ed59fde5f2	N.v.t.	{50DF9BC0-ADD7-4BDC-BF7B-2629E9B2137D}	N.v.t.	Hermodellering IMBOR Wegmarkeringen 28/02/2024	Markering oplaadpunt elektrische auto toegevoegd aan SymboolmarkeringType in imborKern_EnumeratiesDomeinwaarden	Fri Mar 01 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
0320710c-3165-4a35-b90a-d36daad313cf	N.v.t.	{925B9372-1E2A-4FE5-A4FF-926A8CC26E93}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Armatuur_bor-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
0334dfec-b6e3-4ad0-bd11-0a66571546df	{E09ADB0C-B5A3-4FF9-A750-E20B96D9398B}	{A2FAABFF-C7EA-49DF-8930-725B29689EAB}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:BeregeningsinstallatieType; is aangepast van: "Het enumeratietype BeregeningsinstallatieType is de naam voor de domeinwaardenlijst van de klasse Beregeningsinstallatie en het attribuut type.", naar: "Het enumeratietype voor de domeinwaard	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Enumeratietype	Minimale wijziging	null
03352972-8f71-4376-ba08-0dda1692f58e	N.v.t.	{9351B55F-C984-4A2C-B565-4758DAF9A593}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Pneumatische besturing	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
0335a0f2-ba61-46ae-b8e2-f5ff2fcc9202	N.v.t.	{31A9DF5A-01C8-446C-9889-D116ACC435F5}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Meerpaal_plus-type verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
033e470c-43cf-44c2-a936-33a76c83ba6a	{7E5033A6-D0A2-4A46-B856-853B1B0678B1}	{3B2A58EB-4CC5-4659-909F-78D5BAEEE005}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	VuilwaterinnamestationCommunicatieprotocol vervalt in imborVoc_Termen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen 	Term vervallen	Enumeratietype	Minimale wijziging	null
033f8c02-30d8-4717-8bf7-b4f513a1c1e8	N.v.t.	{7F5A7DCF-1259-496C-A47F-3AA9F1187E57}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Beeldbepalende boom vervalt in imborKern_EnumeratiesDomeinwaarden	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
034dc1b1-1f40-4a0d-82b5-06f9c9083681	{C9D6DD6F-0A1A-480F-AA20-3CB2C009A533}	{4047221C-D9EF-41BE-9266-C41160B76EEB}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Elektrisch; is aangepast van: "Aanduiding dat het object wordt aangedreven gebruikmakend van elektrische stroom.", naar: "Aanduiding dat het object wordt aangedreven gebruikmakend van stroom die werkt middels ladingoverdracht van elektron	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
034e5020-bd98-44ef-8d22-fe9a820d8bab	N.v.t.	{C451C73D-0B63-4DF9-B051-C7089D215D3E}	1228	Afstemming Handboek Bomen en IMBOR definitief maken	Boom :: is verbonden met :: Water toegevoegd aan imborKern_ObjecttypenSemantischeRelaties	Fri Dec 15 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Semantische relatie toegevoegd	Semantische relatie	Minimale wijziging	null
03518f3d-03d8-4e9d-ad0b-08fcb49a8e1f	N.v.t.	{BA3D28FD-7770-4085-8DFA-A4713431D536}	1101	Afleidbare attributen zo veel mogelijk consistent uit IMBOR verwijderen	Benoemde plaats :: heeft deel :: Functionele ruimte is toegevoegd aan imborKern_K_ObjecttypenSemantischeRelaties	Fri May 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Semantische relatie toegevoegd	Semantische relatie	Minimale wijziging	null
0358aedf-37f6-45c0-a2c2-62e041969f87	N.v.t.	{F42FEBC3-227F-486F-AB2D-B912A27B6BB1}	991	IMGeo-IMBOR mapping vocabulaire scheiden van klassen en attributen	Verharding_bor-functie verwijderd uit imborKern_K_KlassenAttributen	Mon Jan 23 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
035e68c5-5f99-45c3-950a-806c8b649679	N.v.t.	{397FDD02-58DA-4FB0-A311-A003DD3802CC}	1182	UNAFACT: baggerdikte bij Watergang is een dynamisch gegeven	baggerdikte in peiljaar vervalt bij Watergang in imborKern_K_KlassenAttributen	Wed Jul 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Attribuut vervallen bij klasse	Attribuut	Minimale wijziging	null
036550bd-7071-462c-8130-b04e4b0751b4	{084EA684-766E-4369-AB88-00E19833635B}	{87FB7298-5A15-42C0-BE64-6AE92BF48C66}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Helder; is aangepast van: "Het lichtdoorlatende deel van het object heeft een heldere structuur.", naar: "Het lichtdoorlatende deel van het object heeft een structuur die niet troebel is."	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
03724655-5e80-44f9-aa4a-3e91753d7e4e	{8A4AD6C3-D281-4656-96B2-AAC24A1B0FC8}	{914127EF-670F-44FF-B64F-883596E3244B}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Onderdoorgang; is aangepast van: "Een onderdoorgang is in feite een tunnel met geringe afmetingen in lengte en breedte. In tegenstelling tot de gangbare definitie van een tunnel, wordt een onderdoorgang meestal niet onder een watergang, m	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype	Minimale wijziging	null
0374aa23-27fc-439b-8466-e8558626bb10	N.v.t.	{EB6FA4C0-91AE-4DFF-A1EF-1FAC00F62182}	673	Rotterdam | review CROW IMBOR | 2	BandAfmeting :: 180x200x400 is toegevoegd aan BandAfmeting in imborKern_EnumeratiesDomeinwaarden	Thu Jan 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
0378bbc0-9fc4-4c8d-bc9a-16072b32e0ad	N.v.t.	{B82AEDFC-94C0-4210-A580-D2D88BC5D758}	1116	Afstemming met Handboek Bomen: beschermingsstatus, beschermingsstatus gedetailleerd en meerstammig	BoomBeschermingsstatusGedetailleerd :: Autochtoon plantmateriaal komt te vervallen in imborKern_EnumeratiesDomeinwaarden	Wed Apr 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
03816dd2-4904-44dd-978c-c23475fa81e5	{3C4E1769-B843-4D99-8067-64E25F5B2DC9}	{D1938335-8882-4D14-8DB9-477E1734AAF2}	1157	Gemeente Deventer: Opmerking over de definitie van Hevel	Definitie Hevel aangepast naar: "Een kokervormige constructie met een verhoogd middengedeelte dat twee wederzijds gelegen wateren met elkaar verbindt."	Wed May 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Objecttype	Minimale wijziging	null
0382b273-17eb-45c7-93f6-5d58bfbd1933	{B6108C64-29E8-4CEC-8E4F-45D1BE6F6B8C}	{5D297830-24CF-4699-862E-E9B4C6749AA0}	884	Analyse term niet gebruiken in definitie van term: categorie 1	De definitie van:Green; is aangepast van: "De green is het kortgemaaide gedeelte gras rondom de hole. De green is het meest intensief bespeelde deel van een golfbaan.", naar: "Het kortgemaaide gedeelte gras rondom de hole en het meest intensief bespeelde 	Fri May 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Wijziging	Definitie gewijzigd	Domeinwaarde	Minimale wijziging	null
038e6232-0026-4380-9a1d-9c928089cc47	N.v.t.	{56149AD8-F866-459A-A38A-A7719C403FF2}	526	Bij Brug bespreken: attributen Hoofdroute en Hoofdvaarroute , zijn routes informatieobjecten?	Afvalinzamelroute toegevoegd aan Route-informatieTypeRoute in imborKern_EnumeratiesDomeinwaarden.	Mon Mar 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
03932279-7eae-42f7-9350-decdbfb6d8a6	N.v.t.	{4D77A3CC-6AF3-41ED-8081-4F9EBFCDEEAE}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	Vervallen bij enumeratietype vanwege herindeling Communicatie-informatie: Onbekend	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen	Domeinwaarde vervallen	Domeinwaarde	Minimale wijziging	null
039697d3-7167-42a4-8c2e-c41e0626f801	N.v.t.	{607F4280-BC73-4637-8E4A-75B0E2A2F1AC}	997	NEN3610 netwerk model toepassen voor topologie	Eindpunt leiding toevoegen aan RioleringNodeType in imborKern_EnumeratiesDomeinwaarden	Wed Mar 29 2023 00:00:00 GMT+0000 (Coordinated Universal Time)	Nieuw	Domeinwaarde toegevoegd	Domeinwaarde	Minimale wijziging	null
0399374c-1074-4ba1-a766-e1c92d06724e	{62CAF79F-77AC-4DC6-8D62-E571F0FE8F48}	{56A24419-57BA-4934-9BAD-4059B8DABCFC}	1188	Gemeente Den Haag: Laadinfrastructuur: toevoegen meterinformatie aan Oplaadpaal	LaadpuntCommunicatieprotocol vervalt in imborVoc_Termen	Mon Jun 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time)	Vervallen 	Term vervallen	Enumeratietype	Minimale wijziging	null
